basy_yljgid,basy_caption,basy_yydj,flag
510000002522 ,乐山市妇幼保健院,三级乙等,0
510000002524 ,乐山市中医医院（乐山市中医医院互联网医院）,三级甲等,0
510000002528 ,乐山市精神病医院,二级甲等,0
510000002530 ,乐山老年病专科医院,三级乙等,0
510000002532 ,乐山市市中区人民医院（乐山市第二人民医院）,三级乙等,0
510000002534 ,乐山市市中区中医医院,三级乙等,0
510000002536 ,乐山市市中区妇幼保健计划生育服务中心,三级乙等,0
510000002538 ,乐山市市中区肿瘤医院（乐山市市中区第二人民医院）,二级乙等,0
510000002542 ,乐山嘉华医院,一级未定等,0
510000002544 ,乐山友谊医院,二级未定等,0
510000002556 ,乐山中西医结合医院,一级未定等,0
510000002558 ,乐山城北医院,一级未定等,0
510000002566 ,乐山鲍氏医疗投资有限公司乐山嘉定医院,二级未定等,0
510000002570 ,乐山骨科医院,二级未定等,2
510000002572 ,乐山市沙湾区人民医院,二级甲等,0
510000002576 ,乐山市沙湾区妇幼保健院,一级甲等,0
510000002578 ,乐山市沙湾区沙湾镇中心卫生院,未定级未定等,0
510000002580 ,乐山德胜医院,一级甲等,0
510000002584 ,乐山沙湾仁人医院,一级甲等,0
510000002586 ,乐山沙湾管山医院,一级甲等,0
510000002588 ,乐山友安老年病专科医院,二级未定等,0
510000002594 ,乐山五通桥中医医院,二级乙等,0
510000002596 ,乐山市五通桥区妇幼保健院,二级乙等,0
510000002598 ,乐山市五通桥区精神病医院,二级乙等,0
510000002600 ,乐山市五通桥区人民医院,二级甲等,0
510000002602 ,乐山五通桥济安医院,一级甲等,0
510000002604 ,乐山五通桥亚西医院,一级甲等,0
510000002612 ,乐山五通桥川康医院,一级甲等,0
510000002616 ,乐山市金口河区人民医院,二级甲等,0
510000002622 ,犍为县人民医院,三级乙等,0
510000002624 ,犍为县中医医院,三级乙等,0
510000002626 ,犍为县妇幼保健院,二级乙等,0
510000002628 ,犍为芭石煤炭独立工矿区医院,一级未定等,0
510000002632 ,井研县人民医院,二级甲等,0
510000002634 ,井研县中医医院,二级甲等,0
510000002636 ,井研县妇幼保健计划生育服务中心,二级乙等,0
510000002638 ,夹江县人民医院,三级乙等,0
510000002640 ,夹江县中医医院,三级乙等,0
510000002642 ,夹江县妇幼保健计划生育服务中心（夹江县妇幼保健院、夹江县妇女儿童医院）,二级甲等,0
510000002644 ,乐山市精神卫生中心,三级乙等,0
510000002646 ,夹江张氏医院,一级未定等,0
510000002658 ,夹江众信骨科医院,二级未定等,2
510000002660 ,沐川县人民医院,二级甲等,0
510000002668 ,峨边彝族自治县中医医院,二级乙等,0
510000002670 ,峨边彝族自治县人民医院,二级甲等,0
510000002674 ,马边彝族自治县人民医院,二级甲等,0
510000002676 ,马边彝族自治县妇幼保健计划生育服务中心,二级甲等,0
510000002678 ,峨眉山市妇幼保健院,二级乙等,0
510000002680 ,峨眉山市人民医院,三级乙等,0
510000002684 ,峨眉山市精神病医院,二级乙等,0
510000002686 ,峨眉山市中医医院峨眉山市骨科医院,三级甲等,2
510000002690 ,乐山职业技术学院附属医院,二级甲等,0
510000002694 ,峨眉德康医院,一级未定等,0
510000002704 ,峨眉山瑞和医院有限公司峨眉山瑞和医院,一级未定等,0
510000002706 ,峨眉高磷医院,一级未定等,0
510000002708 ,南充交通职工医院,未定级未定等,0
510000002710 ,四川美亚丝绸集团公司职工医院,未定级未定等,0
510000002712 ,南充安德实业有限公司职工医院,未定级未定等,0
510000002714 ,四川省南充精神卫生中心,三级甲等,0
510000002716 ,南充市妇幼保健计划生育服务中心,二级乙等,0
510000002718 ,南充市中心医院,三级甲等,0
510000002720 ,南充市中医医院,三级甲等,0
510000002724 ,南充市顺庆区妇幼保健计划生育服务中心(南充市顺庆区妇幼保健院),一级甲等,0
510000002728 ,川北医学院附属医院,三级甲等,4
510000002730 ,南充市第四人民医院,二级甲等,0
510000002734 ,南充市顺庆区人民医院,二级甲等,0
510000002736 ,南充胃肠专科医院,未定级未定等,0
510000002742 ,南充地调处医院,未定级未定等,0
510000002746 ,南充格瑞尔医院,未定级未定等,0
510000002748 ,南充爱邻医院,未定级未定等,0
510000002752 ,南充同星医院,未定级未定等,0
510000002754 ,南充永康医院,未定级未定等,0
510000002760 ,南充东方医院,二级甲等,0
510000002762 ,南充现代妇产医院,未定级未定等,0
510000002764 ,四川省南充卫生学校附属医院,二级乙等,0
510000002768 ,四川南充六合(集团）有限责任公司职工医院,未定级未定等,0
510000002772 ,高坪区妇幼保健院,二级乙等,0
510000002774 ,南充市高坪区人民医院,三级乙等,0
510000002776 ,南充龙门中医院,二级乙等,0
510000002780 ,南充纺织医院,未定级未定等,0
510000002784 ,南充市嘉陵区妇幼保健计划生育服务中心,二级甲等,0
510000002788 ,南充嘉陵杜氏医院,一级乙等,0
510000002792 ,南部县人民医院,三级甲等,0
510000002794 ,南部县妇幼保健院,二级甲等,0
510000002796 ,南部县中医医院,三级乙等,0
510000002798 ,南部嘉伦医院,二级未定等,0
510000002800 ,南部明珠医院,一级未定等,0
510000002804 ,南部中仁医院,二级乙等,0
510000002806 ,营山县妇幼保健院,二级乙等,0
510000002808 ,营山县人民医院,三级乙等,0
510000002810 ,南充市身心医院,三级乙等,0
510000002812 ,营山县中医医院,二级甲等,0
510000002814 ,营山华康医院,未定级未定等,0
510000002818 ,营山同康医院,未定级未定等,0
510000002820 ,营山民康医院,未定级未定等,0
510000002822 ,蓬安县人民医院,三级乙等,0
510000002824 ,蓬安县妇幼保健计划生育服务中心,二级甲等,0
510000002826 ,蓬安县中医医院,二级甲等,0
510000002828 ,蓬安济民医院,二级乙等,0
510000002830 ,蓬安博爱医院,一级未定等,0
510000002832 ,蓬安德仁医院,一级未定等,0
510000002834 ,蓬安惠民医院,二级乙等,0
510000002836 ,蓬安徐家盛泰医院,一级未定等,0
510000002838 ,仪陇县人民医院,三级乙等,0
510000002840 ,仪陇县中医医院,三级乙等,0
510000002842 ,仪陇县妇幼保健院,二级甲等,0
510000002844 ,西充县人民医院,三级乙等,0
510000002846 ,西充县妇幼保健院,二级甲等,0
510000002848 ,西充县中医医院,二级甲等,0
510000002850 ,阆中市人民医院,三级甲等,0
510000002852 ,阆中市中医医院,三级乙等,0
510000002854 ,阆中市妇幼保健计划生育服务中心,二级甲等,0
510000002856 ,阆中市精神卫生中心,二级乙等,0
510000002858 ,阆中慈念医院,二级乙等,0
510000002862 ,眉山市人民医院（眉山市传染病医院）,三级甲等,0
510000002866 ,眉山市东坡区血吸虫病防治站,未定级未定等,0
510000002868 ,眉山市中医医院（眉山市东坡区人民医院）,三级甲等,0
510000002878 ,眉山肿瘤医院,三级未定等,0
510000002882 ,成都邮电通信设备厂职工医院,一级乙等,0
510000002888 ,眉山东坡苏湖医院,一级未定等,0
510000002892 ,眉山骨科医院,二级甲等,2
510000002902 ,眉山市东坡区精神病医院,三级未定等,0
510000002910 ,仁寿县人民医院,三级甲等,0
510000002912 ,仁寿县中医医院,三级甲等,0
510000002916 ,仁寿县精神卫生保健院,二级未定等,0
510000002918 ,仁寿县妇幼保健院,二级甲等,0
510000002924 ,眉山市彭山区人民医院,三级未定等,0
510000002926 ,眉山市彭山区中医医院,二级甲等,0
510000002932 ,洪雅县人民医院,二级甲等,0
510000002934 ,洪雅县妇幼保健计划生育服务中心,二级乙等,0
510000002936 ,洪雅县中医医院,三级乙等,0
510000002938 ,洪雅县精神康复医院,二级未定等,0
510000002940 ,丹棱县人民医院,二级甲等,0
510000002942 ,丹棱南苑中医医院,二级乙等,0
510000002944 ,丹棱县妇幼保健服务中心,二级甲等,0
510000002946 ,青神县中医医院,二级甲等,0
510000002948 ,青神县妇幼保健计划生育服务中心,二级甲等,0
510000002950 ,青神县人民医院,二级甲等,0
510000002952 ,宜宾市第一人民医院,三级甲等,0
510000002954 ,宜宾市妇幼保健计划生育服务中心,三级乙等,0
510000002956 ,宜宾市第二人民医院,三级甲等,4
510000002958 ,宜宾市第二中医医院 宜宾市翠屏区中医医院,三级乙等,0
510000002960 ,宜宾市第三人民医院,三级乙等,0
510000002964 ,宜宾市翠屏区妇幼保健计划生育服务中心,二级甲等,0
510000002966 ,宜宾市第四人民医院,三级甲等,0
510000002972 ,宜宾中康骨科医院,二级乙等,2
510000002974 ,宜宾博爱医院,二级未定等,0
510000002976 ,宜宾目乐眼科医院,二级未定等,3
510000002980 ,四川省宜宾监狱医院,一级未定等,0
510000002982 ,宜宾市工人医院,二级甲等,0
510000003028 ,宜宾市翠屏区合江门社区卫生服务中心,未定级未定等,0
510000003054 ,宜宾大欣妇产医院,二级乙等,0
510000003070 ,宜宾市第三中医医院,三级未定等,0
510000003072 ,宜宾市叙州区妇幼保健计划生育服务中心,二级甲等,0
510000003074 ,宜宾和康白花骨科医院,二级乙等,2
510000003076 ,宜宾市第六人民医院,三级乙等,0
510000003078 ,宜宾市叙州区精神病医院,二级甲等,0
510000003080 ,宜宾市叙州区喜捷镇中医院,一级乙等,0
510000003082 ,宜宾市中西医结合医院、宜宾市南溪区中医医院,三级乙等,0
510000003084 ,宜宾市第五人民医院、宜宾市南溪区人民医院,三级乙等,0
510000003086 ,宜宾南溪卫康医院,一级未定等,0
510000003088 ,宜宾市南溪区妇幼保健计划生育服务中心、宜宾市南溪区妇幼保健院,二级乙等,0
510000003138 ,宜宾南山医院,一级乙等,0
510000003142 ,江安县人民医院,三级未定等,0
510000003144 ,江安县中医医院,三级乙等,0
510000003146 ,江安县妇幼保健计划生育服务中心,二级甲等,0
510000003148 ,长宁县妇幼保健计划生育服务中心（长宁县妇幼保健院）,二级乙等,0
510000003150 ,长宁县人民医院,三级乙等,0
510000003152 ,长宁县中医医院,三级乙等,0
510000003154 ,高县妇幼保健计划生育服务中心,二级乙等,0
510000003156 ,高县中医医院,三级未定等,0
510000003158 ,高县人民医院,三级乙等,0
510000003162 ,珙县人民医院,三级乙等,0
510000003164 ,珙县妇幼保健计划生育服务中心,二级乙等,0
510000003166 ,珙县中医医院,三级乙等,0
510000003170 ,珙县大众医院,一级乙等,0
510000003172 ,宜宾市矿山急救医院,三级乙等,0
510000003174 ,筠连县人民医院,三级乙等,0
510000003176 ,筠连县中医医院,二级甲等,0
510000003178 ,筠连县妇幼保健计划生育服务中心,二级乙等,0
510000003180 ,兴文县中医医院,三级乙等,0
510000003182 ,兴文县人民医院,三级乙等,0
510000003184 ,兴文县妇幼保健计划生育服务中心,二级乙等,0
510000003198 ,屏山县人民医院,三级乙等,0
510000003200 ,屏山县中医医院,三级未定等,0
510000003202 ,屏山县妇幼保健计划生育服务中心,二级乙等,0
510000003204 ,广安市广安区人民医院,三级乙等,0
510000003206 ,广安市广安区妇幼保健计划生育服务中心,二级乙等,0
510000003208 ,广安市精神病院,二级甲等,0
510000003210 ,广安市人民医院四川大学华西医院广安医院,三级甲等,0
510000003212 ,广安市妇幼保健院,一级甲等,0
510000003214 ,广安阿蓝医院,一级甲等,0
510000003216 ,广安格瑞尔医院（枣山园区）,一级甲等,0
510000003218 ,岳池县中医医院,三级乙等,0
510000003220 ,岳池县妇幼保健计划生育服务中心,二级甲等,0
510000003222 ,岳池县人民医院,三级甲等,0
510000003224 ,岳池眼科医院,未定级未定等,3
510000003226 ,岳池川东医院（岳池红十字川东医院）,二级乙等,0
510000003228 ,武胜县人民医院,三级乙等,0
510000003230 ,武胜县中医医院,三级乙等,0
510000003232 ,武胜县妇幼保健计划生育服务中心,二级乙等,0
510000003234 ,武胜县沿口镇中滩卫生院,未定级未定等,0
510000003236 ,邻水县人民医院,三级乙等,0
510000003238 ,邻水县中医医院,三级乙等,0
510000003240 ,邻水县妇幼保健计划生育服务中心,二级甲等,0
510000003242 ,邻水合协医院,一级未定等,0
510000003244 ,邻水学仕医院,一级未定等,0
510000003246 ,邻水东方医院,一级未定等,0
510000003248 ,邻水西苑医院,一级未定等,0
510000003250 ,华蓥市妇幼保健计划生育服务中心,一级乙等,0
510000003252 ,华蓥市人民医院,三级未定等,0
510000003254 ,华蓥永健医院,一级甲等,0
510000003258 ,四川华蓥山广能（集团）有限责任公司总医院,二级乙等,0
510000003260 ,华蓥山广能（集团）有限公司总医院绿水洞医院,一级甲等,0
510000003262 ,华蓥博爱医院,一级乙等,0
510000003266 ,达州市中心医院,三级甲等,4
510000003268 ,达州市中西医结合医院,三级甲等,0
510000003270 ,达州市妇幼保健计划生育服务中心,三级乙等,0
510000003272 ,通川区朝阳社区卫生服务中心,未定级未定等,0
510000003274 ,通川区中医院,二级甲等,0
510000003280 ,达竹煤电集团公司医院,未定级未定等,0
510000003290 ,通川骨伤医院,未定级未定等,2
510000003292 ,达州元达联合医院,二级乙等,0
510000003296 ,达州职业技术学院附属医院,二级乙等,0
510000003298 ,达州市达川区妇幼保健计划生育服务中心,二级甲等,0
510000003300 ,达州市达川区中医医院,二级甲等,0
510000003302 ,达川区人民医院,三级乙等,0
510000003368 ,达州禾平精神病医院,二级未定等,0
510000003376 ,宣汉县第三人民医院,二级乙等,0
510000003378 ,宣汉县人民医院,三级甲等,0
510000003380 ,宣汉县妇幼保健计划生育服务中心,二级甲等,0
510000003382 ,宣汉县中医院,二级甲等,0
510000003410 ,开江县人民医院,二级甲等,0
510000003412 ,开江县中医院,二级甲等,0
510000003414 ,开江县妇幼保健计划生育服务中心,二级甲等,0
510000003416 ,大竹县人民医院,三级甲等,0
510000003418 ,大竹县中医院,三级乙等,0
510000003420 ,大竹县妇幼保健计划生育服务中心,二级甲等,0
510000003424 ,渠县人民医院,三级乙等,0
510000003426 ,渠县中医院,二级甲等,0
