,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
1483,JG_510000005690,德阳市罗江区金山镇中心卫生院（德阳市罗江区第二人民医院）,510604,未评级未评等
1484,JG_510000148379,成都市第五人民医院,510115,三级甲等
1485,JG_510000005898,绵阳市游仙区忠兴中心卫生院,510704,未评级未评等
1486,JG_510000160054,威远康宁医院,511024,一级未评等
1487,JG_510000007398,资中县太平镇卫生院,511025,未评级未评等
1490,JG_510000002186,江油市第二人民医院,510781,三级乙等
1491,JG_510000005480,古蔺县龙山中心卫生院,510525,未评级未评等
1492,JG_510000902192,达州华康医院,511703,未评级未评等
1493,JG_510000197964,冕宁县漫水湾友松医院,513433,二级乙等
1494,JG_510000X05509,邻水怀康精神病专科医院,511623,二级未评等
1495,JG_510000003810,雅江县人民医院,513325,二级甲等
1496,JG_510000002122,绵阳市第三人民医院,510704,三级甲等
1497,JG_510000003244,邻水学仕医院,511623,一级未评等
1498,JG_510000005830,绵竹市孝德镇卫生院,510683,未评级未评等
1499,JG_510000007094,遂宁市安居区西眉镇中心卫生院,510904,未评级未评等
1500,JG_510000918181,渠县济兴医院,511725,未评级未评等
1501,JG_510000907572,井研惠康精神病医院,511124,二级未评等
1503,JG_510000006806,剑阁县开封镇中心卫生院,510823,未评级未评等
1504,JG_510000X01303,华蓥济康精神病医院,511681,二级未评等
1505,JG_510000160974,泸县同康医院,510521,一级未评等
1506,JG_510000903552,眉山市东坡区妇幼保健计划生育服务中心,511402,三级乙等
1508,JG_510000001518,自贡市第四人民医院,510302,三级甲等
1510,JG_510000003514,汉源县人民医院,511823,三级乙等
1512,JG_510000X35640,万源民生医院,511781,未评级未评等
1513,JG_510000010744,万源市蜂桶乡卫生院,511781,未评级未评等
1514,JG_510000002960,宜宾市第三人民医院,511502,三级乙等
1515,JG_510000010858,雅安市名山区红星镇卫生院,511803,未评级未评等
1516,JG_510000003424,渠县人民医院,511725,三级乙等
1517,JG_510000002950,青神县人民医院,511425,三级未评等
1519,JG_510000004376,四川天府新区籍田中心卫生院,510110,未评级未评等
1520,JG_510000007142,蓬溪县第二人民医院（蓬溪县蓬南中心卫生院）,510921,未评级未评等
1521,JG_510000001210,成都医学院第一附属医院,510114,三级甲等
1522,JG_510000005058,富顺县龙万乡卫生院,510322,未评级未评等
1524,JG_510000003416,大竹县人民医院,511724,三级甲等
1526,JG_510000010360,开江县回龙中心卫生院,511723,未评级未评等
1527,JG_510000002810,南充市身心医院,511322,三级乙等
1528,JG_510000004692,彭州市天彭街道利安社区卫生服务中心,510182,未评级未评等
1529,JG_510000010592,渠县第二人民医院,511725,未评级未评等
1530,JG_510000002760,南充东方医院,511302,二级甲等
1531,JG_510000011392,通江县长坪镇卫生院,511921,未评级未评等
1532,JG_510000002002,什邡市人民医院（什邡市人民医院互联网医院）,510682,三级甲等
1533,JG_510000003898,凉山彝族自治州第二人民医院,513401,三级甲等
1534,JG_510000003236,邻水县人民医院,511623,三级乙等
1535,JG_510000001764,泸州市龙马潭区妇幼保建计划生育服务中心（泸州市龙马潭区妇幼保健院）,510504,二级甲等
1537,JG_510000005924,三台县八洞镇卫生院,510722,未评级未评等
1538,JG_510000003956,木里藏族自治县人民医院,513422,二级甲等
1539,JG_510000179726,古蔺树强骨科医院,510525,未评级未评等
1540,JG_510000003914,西昌市人民医院,513401,三级甲等
1542,JG_510000005356,合江县神臂城镇卫生院,510522,未评级未评等
1544,JG_510000200382,前锋世纪医院,511603,未评级未评等
1545,JG_510000903332,泸州福欣医院,510521,二级乙等
1546,JG_510000005006,荣县留佳中心卫生院,510321,未评级未评等
1547,JG_510000201074,冕宁县巨龙康美医院,513433,未评级未评等
1548,JG_510000001376,成都市新津区人民医院（成都市新津区急救指挥分中心）,510118,三级乙等
1549,JG_510000007292,内江市东兴区椑木中心卫生院,511011,未评级未评等
1551,JG_510000907380,渠县佰钏医院,511725,一级未评等
1552,JG_510000012558,甘孜州泸定县冷碛镇中心卫生院,513322,未评级未评等
1553,JG_510000003206,广安市广安区妇幼保健计划生育服务中心,511602,二级甲等
1554,JG_510000903331,冕宁县沙坝汇龙医院,513433,未评级未评等
1555,JG_510000191378,绵阳市游仙区人民医院,510704,二级乙等
1556,JG_510000X42998,资阳巴川精神病医院,512002,二级未评等
1557,JG_510000001716,西南医科大学附属医院,510502,三级甲等
1558,JG_510000X24071,大竹德康精神病医院,511724,一级未评等
1559,JG_510000002622,犍为县人民医院,511123,三级乙等
1560,JG_510000173800,宜宾利民医院,511599,二级甲等
1561,JG_510000182850,峨眉山正固医院,511181,一级未评等
1562,JG_510000172498,崇州济民医院,510184,一级未评等
1563,JG_510000009026,眉山市东坡区秦家镇卫生院,511402,未评级未评等
1566,JG_510000901295,简阳家乐精神康复医院,510185,未评级未评等
1570,JG_510000002358,遂宁市中心医院,510903,三级甲等
1571,JG_510000001946,中江县人民医院,510623,三级甲等
1572,JG_510000002148,盐亭县人民医院,510723,三级乙等
1574,JG_510000003602,资阳市第一人民医院,512002,三级甲等
1575,JG_510000013448,会理市鹿厂镇中心卫生院,513402,未评级未评等
1576,JG_510000002728,川北医学院附属医院,511302,三级甲等
1577,JG_510000183492,通江现黛医院,511921,一级未评等
1578,JG_510000001832,德阳市旌阳区妇幼保健计划生育服务中心（德阳市妇幼保健院，德阳市旌阳区妇幼保健院）,510603,三级乙等
1579,JG_510000003494,雅安河北医院,511802,二级乙等
1581,JG_510000007214,射洪市曹碑镇卫生院,510981,未评级未评等
1582,JG_510000X16335,成都京东方医院,510116,三级未评等
1584,JG_510000001494,崇州市人民医院,510184,三级甲等
1585,JG_510000005994,三台县新德镇卫生院,510722,未评级未评等
1586,JG_510000172034,邻水仁正医院,511623,一级甲等
1587,JG_510000002064,四川绵阳四0四医院,510703,三级甲等
1589,JG_510000004148,成都市武侯区第三人民医院,510107,二级甲等
1590,JG_510000008714,仪陇县永光镇卫生院,511324,未评级未评等
1591,JG_510000010546,大竹县欧家镇卫生院,511724,未评级未评等
1593,JG_510000002418,大英县人民医院,510923,二级甲等
1594,JG_510000012004,简阳市东溪街道社区卫生服务中心,510185,未评级未评等
1596,JG_510000002282,广旺矿区唐家河医院,510821,一级甲等
1597,JG_510000184164,南溪协华医院,511503,一级未评等
1598,JG_510000918799,达州元达联合疗养院,511702,未评级未评等
1599,JG_510000001204,成都市新都区人民医院,510114,三级甲等
1600,JG_510000001440,彭州市敖平镇卫生院（彭州市第三人民医院）,510182,未评级未评等
1601,JG_510000005512,德阳市旌阳区孝泉镇卫生院,510603,未评级未评等
1602,JG_510000189020,隆昌城南东华医院,511083,一级未评等
1603,JG_510000001090,成都誉美医院,510108,二级甲等
1604,JG_510000009942,武胜县真静乡卫生院,511622,未评级未评等
1605,JG_510000004662,都江堰市天马镇中心卫生院,510181,未评级未评等
1606,JG_510000002774,南充市高坪区人民医院,511303,三级乙等
1607,JG_510000003420,大竹县妇幼保健计划生育服务中心,511724,二级甲等
1608,JG_5100001929901,内江爱尔眼科医院,511011,二级未评等
1609,JG_510000003072,宜宾市叙州区妇幼保健计划生育服务中心,511504,二级甲等
1610,JG_510000901150,盐源展华医院,513423,一级甲等
1611,JG_510000003562,巴中市妇幼保健院,511902,三级乙等
1613,JG_510000002338,剑阁县人民医院,510823,三级乙等
1616,JG_510000002400,射洪市人民医院,510981,三级乙等
1618,JG_510000007402,资中县双龙镇卫生院,511025,未评级未评等
1619,JG_510000002476,威远县人民医院,511024,三级乙等
1620,JG_510000001792,合江县人民医院,510522,三级乙等
1621,JG_510000900167,成都新都静雅医院,510114,一级未评等
1622,JG_510000007632,犍为县芭沟镇卫生院,511123,未评级未评等
1623,JG_510000187854,大邑慈安医院,510129,一级未评等
1624,JG_510000001152,四川护理职业学院附属医院（四川省第三人民医院）,510112,三级未评等
1625,JG_510000003728,小金县人民医院,513227,二级甲等
1626,JG_510000007462,隆昌市石燕桥镇中心卫生院,511083,未评级未评等
1627,JG_510000925436,威远大生医院,511024,未评级未评等
1629,JG_510000166676,成都东区医院,510104,二级乙等
1630,JG_510000005784,绵竹市什地镇卫生院,510683,未评级未评等
1631,JG_510000002956,宜宾市第二人民医院,511502,三级甲等
1632,JG_510000003996,宁南县人民医院,513427,三级乙等
1633,JG_510000000812,四川省妇幼保健院,510107,三级甲等
1634,JG_510000926061,四川大学华西天府医院,510110,三级未评等
1635,JG_510000004322,金堂县高板社区卫生服务中心（金堂县高板街道公共卫生所）,510121,未评级未评等
1636,JG_510000167818,资阳市社会福利院医院,512002,未评级未评等
1637,JG_510000002164,梓潼县人民医院,510725,三级乙等
1638,JG_510000001236,金堂县第一人民医院,510121,三级甲等
1639,JG_510000035608,峨眉山华港医院,511181,一级未评等
1640,JG_510000002364,遂宁市第三人民医院,510903,三级未评等
1642,JG_510000010270,宣汉县清溪镇中心卫生院,511722,未评级未评等
1643,JG_510000925077,泸县志诚德康医院,510521,一级未评等
1646,JG_510000013582,会东县铅锌镇中心卫生院,513426,未评级未评等
1647,JG_510524100ABA,叙永城南医院,510524,一级未评等
1648,JG_510000201014,邻水县精神病医院,511623,二级乙等
1649,JG_510000001166,成都长江医院,510112,二级甲等
1650,JG_510000001636,攀枝花市妇幼保健院,510402,三级甲等
1651,JG_510000198024,成都博仕胃肠病医院,510107,二级未评等
1654,JG_510000009742,广安市广安区花桥中心卫生院,511602,未评级未评等
1656,JG_510000148116,成都宝康医院,510114,一级未评等
1659,JG_510000010310,宣汉县芭蕉镇卫生院,511722,未评级未评等
1660,JG_510000007672,犍为县定文镇中心卫生院,511123,未评级未评等
1662,JG_510000001516,自贡市第一人民医院,510302,三级甲等
1664,JG_510000003240,邻水县妇幼保健计划生育服务中心,511623,二级甲等
1665,JG_510000002268,旺苍县人民医院,510821,三级乙等
1666,JG_510000X57975,自贡市传染病医院,510311,未评级未评等
1669,JG_510000005400,叙永县两河中心卫生院,510524,未评级未评等
1670,JG_510000002862,眉山市人民医院（眉山市传染病医院）,511402,三级甲等
1671,JG_510000X97062,红宇医院,511602,一级乙等
1672,JG_510000004592,成都市新津区宝墩镇公立卫生院,510118,未评级未评等
1674,JG_510000900740,沐川宏健医院,511129,未评级未评等
1677,JG_510000929503,简阳一安精神病医院,510185,未评级未评等
1678,JG_510000003556,巴中市中心医院(巴中市人民医院),511902,三级甲等
1680,JG_510000001724,泸州市江阳区妇幼保健院（泸州市江阳区妇女儿童医院、泸州市江阳区妇幼保健计划生育服务中心）,510502,二级未评等
1682,JG_510000X71385,资阳市雁江区宝莲社区卫生服务中心,512002,未评级未评等
1683,JG_510000002090,绵阳富临医院,510771,三级乙等
1684,JG_510000189110,武胜德重医院,511622,一级未评等
1685,JG_510000159994,泸县玉蟾街道社区卫生服务中心,510521,未评级未评等
1686,JG_510000151545,成都东部新区第二人民医院,510197,二级甲等
1687,JG_510000003576,通江县妇幼保健院,511921,三级乙等
1688,JG_510000004254,成都市青白江区姚渡镇卫生院,510113,未评级未评等
1689,JG_510000001978,广汉市人民医院,510681,三级乙等
1693,JG_510000002054,德阳市第六人民医院(东汽医院）,510603,三级未评等
1695,JG_510000004450,成都市郫都区安靖街道社区卫生服务中心,510117,未评级未评等
1696,JG_510000005598,中江县兴隆中心卫生院,510623,未评级未评等
1699,JG_510000001150,成都市龙泉驿区第一人民医院,510112,三级乙等
1700,JG_510000913458,珙县康怡精神病医院,511526,二级未评等
1701,JG_510000006938,苍溪县鸳溪镇卫生院,510824,未评级未评等
1703,JG_510000001640,攀枝花市中心医院,510402,三级甲等
1705,JG_510000007382,资中县水南镇卫生院（资中县水南社区卫生服务中心）,511025,未评级未评等
1706,JG_510000172630,高坪区白塔社区卫生服务中心,511303,未评级未评等
1707,JG_510000004516,大邑县沙渠街道社区卫生服务中心(大邑县第三人民医院）,510129,未评级未评等
1708,JG_510000004924,大安区牛佛中心卫生院,510304,未评级未评等
1709,JG_510000161048,乐至亲和医院,512022,一级未评等
1711,JG_510000X44746,邻水安康医院,511623,二级未评等
1712,JG_510000938041,巴中市精神康复医院（巴中市第四人民医院）,511902,二级未评等
1713,JG_510000202586,广元济民外科医院,510802,一级未评等
1717,JG_510000005738,广汉市向阳镇卫生院,510681,未评级未评等
1718,JG_510000007928,峨眉山市罗目镇卫生院,511181,未评级未评等
1720,JG_510000009792,广安市广安区官盛镇卫生院,511602,未评级未评等
1722,JG_510000001840,德阳市第二人民医院,510603,三级乙等
1723,JG_510000001088,攀钢集团成都医院,510108,二级甲等
1724,JG_510000202614,屏山怡宁精神病医院,511529,二级未评等
1725,JG_510000X82934,泸县潮河福康医院,510521,一级未评等
