,医院名称,平均OE值
3435,资阳市雁江区小院镇中心卫生院,0.717449071
392,仪陇弘立医院,0.717088629
1260,宜宾市第六人民医院,0.716681159
1540,巴中市恩阳区上八庙镇卫生院,0.714481693
2141,成都成华双水医院,0.713898031
1157,安岳县妇幼保健计划生育服务中心,0.713833025
297,仁寿中鑫老年病医院,0.713797992
1851,彭州爱瞳眼科医院,0.713721196
1828,彭州市丽春镇卫生院,0.712603707
3550,通川区中医院,0.712508891
2606,渠县土溪镇中心卫生院,0.712221727
1259,宜宾市第五人民医院、宜宾市南溪区人民医院,0.711768201
2570,泸州长江慢性病专科医院,0.711009745
721,南充龙门中医院,0.710407242
919,四川中医肝病医院,0.708233423
817,南部瑞康医院,0.708175475
3616,遂宁市安居区保石镇卫生院,0.707805881
1998,成都市双流区中医医院,0.707491395
2673,珙县中医医院,0.707437428
2399,汉源县中医医院,0.706841702
2183,成都西南中医医院（成都西南中医医院互联网医院）,0.706645447
1801,开江县中医院,0.706593206
3434,资阳市雁江区宝莲社区卫生服务中心,0.70634619
192,乐山市沙湾区人民医院,0.706332322
2241,攀枝花市仁和区人民医院,0.706069017
1340,宣汉县黄金镇卫生院,0.70601754
3386,资中县中医医院,0.7058437
1419,屏山县人民医院,0.705798167
2956,绵竹市紫岩街道社区卫生服务中心,0.705671709
2234,成都高新锦欣老年病医院,0.705613468
2639,渠县贵福镇中心卫生院,0.705541248
970,四川省科学城医院,0.705208828
1231,宜宾市叙州区凤仪乡卫生院,0.704782094
2190,成都金牛关怀老年病医院,0.704691526
742,南江县大河镇中心卫生院,0.70462881
153,乐山市中医医院,0.703381796
3182,荣县妇幼保健院,0.702661489
3444,资阳毛氏骨科医院,0.702245585
501,内江市第一人民医院,0.702160605
1261,宜宾市第四人民医院,0.701970223
1813,开江县永兴中心卫生院,0.701903816
3113,芦山县人民医院,0.701873668
2558,泸州市龙马潭区人民医院,0.701748168
1346,富顺县中医医院,0.701658186
347,仪陇中仁骨科医院,0.700835703
3565,通江县中医医院,0.700579167
2696,甘孜州泸定县人民医院,0.699901527
2165,成都爱迪眼科医院,0.698898912
3625,遂宁市安居区石洞镇卫生院,0.697901757
1047,大英君珉骨科医院,0.697209348
3562,通川双龙骨科医院,0.696750372
1978,成都喜马拉雅藏医医院,0.696478017
222,乐至县南塔街道社区卫生服务中心,0.696072617
2555,泸州市纳溪区人民医院,0.69571692
1569,巴州北门医院,0.695432554
1524,川投西昌医院,0.695282376
1909,德阳肿瘤医院,0.695055089
852,叙永安民医院,0.69472077
1392,射洪市沱牌中心卫生院,0.694578277
2707,甘洛县人民医院,0.693967245
2753,盐源县人民医院,0.693929037
3408,资中县高楼镇卫生院,0.693873819
3385,贡井区中医医院,0.693726195
1803,开江县任市中心卫生院（开江县第二人民医院）,0.693623363
2440,江油宝石花医院,0.693407935
3671,邛崃市高埂街道卫生院,0.693111956
1444,岳池县石垭镇中心卫生院,0.691876615
2476,江阳区况场街道社区卫生服务中心（泸州市江阳区第三人民医院）,0.691305896
3167,苍溪社保医院,0.69121441
1219,宜宾市中医医院,0.691079305
2971,绵阳市安州区人民医院,0.690069759
3497,达州市达川区亭子镇中心卫生院,0.689959273
3330,西充县人民医院,0.689009959
922,四川华蓥山广能（集团）有限责任公司总医院,0.688909673
503,内江市第六人民医院,0.687988665
2026,成都市新津区宝墩镇公立卫生院,0.687864003
3880,雅安仁康医院（雅安结石病医院）,0.687803989
545,凉山彝族自治州中西医结合医院,0.687253999
2964,绵阳华厦眼科医院,0.68724902
1252,宜宾市工人医院,0.686705752
1944,成都中医药大学第三附属医院（四川省糖尿病防治中心）,0.686657532
1531,巴中市中心医院(巴中市人民医院),0.686550158
2395,武胜爱尔眼科医院,0.686071788
1172,安岳县来凤乡卫生院,0.685953671
1669,广元东晨医院,0.685522475
3757,金堂瑞辰仁爱医院,0.684215164
3107,色达县人民医院,0.68345738
2106,成都市青白江区清泉镇公立中心卫生院,0.683312873
1613,平昌县小桥街社区卫生服务中心,0.68328622
1743,广安市前锋区代市中心卫生院,0.683181457
223,乐至县回澜镇中心卫生院,0.682974676
2546,泸州久正骨科医院,0.682845083
1919,成都东区爱尔眼科医院,0.682546786
2636,渠县第三人民医院（渠县静边镇中心卫生院）,0.681791227
393,仪陇德新医院,0.681740315
1210,宜宾中山医院,0.681522721
2725,盐亭县中医医院,0.681224848
2862,筠连县人民医院,0.680057271
3265,蒲江县鹤山街道天华社区卫生服务中心,0.680053002
239,乐至天颐新区医院,0.679710326
547,凉山彝族自治州第七人民医院,0.678370901
1320,宣汉县清溪镇中心卫生院,0.677340612
3971,青白江日鑫老年病医院,0.676875218
3807,阆中博杨中医医院,0.67679678
3966,青川县第一人民医院,0.6766977
1312,宣汉县新华镇中心卫生院,0.676254054
523,冕宁县泸沽铁矿职工医院,0.675529019
1869,德格县人民医院,0.675199951
2349,梓潼县人民医院,0.675135051
1300,宣汉县南坝镇中心卫生院,0.674538977
3185,荣县新桥中心卫生院,0.674308391
3883,雅安市中医医院(雅安市中医医院互联网医院）,0.671736735
1680,广元市优抚医院,0.67063866
3922,雷波县人民医院,0.670543273
2192,成都金牛瑞小满康复医疗中心,0.670398305
1265,宜宾市翠屏区妇幼保健计划生育服务中心,0.670250215
1035,大竹骨科医院,0.669974051
640,南充国慈医院,0.66960989
2487,江阳区通滩中心卫生院（泸州市江阳区第二人民医院）,0.669581053
1607,平昌县兰草镇中心卫生院,0.669500712
2961,绵阳仁爱康复医院,0.669492852
3300,蓬溪县中医医院,0.669265824
821,双流复馨康复医院,0.668570921
1772,广旺矿区代池坝医院,0.66817287
229,乐至县石湍镇中心卫生院,0.667029222
60,三台县断石乡卫生院,0.665820766
2641,渠县鞍康医院,0.665746517
3492,达州市中西医结合医院,0.665534366
608,北川羌族自治县第三人民医院,0.665455717
1357,富顺县板桥镇中心卫生院,0.6643964
1956,成都亲睦家爱立康老年病医院,0.664371776
824,叙永县中医医院,0.664209696
1667,广元万江眼科医院,0.663873701
1893,德阳市第六人民医院(东汽医院）,0.663763785
1301,宣汉县南坪镇卫生院,0.662958243
2942,绵竹市中医医院,0.662592657
2963,绵阳创伤骨科医院,0.662452336
2966,绵阳市中医医院,0.662346514
1517,崇州民仁汾州医院,0.662166148
1633,平昌县灵山镇卫生院,0.66208558
2200,成都锦欣老年病医院,0.662074002
1878,德阳市旌阳区中医院（旌阳区人民医院）,0.6617027
155,乐山市五通桥区人民医院,0.66163602
1894,德阳市精神卫生中心（德阳市安康医院，德阳市第七人民医院）,0.661254367
3600,通江老城中西医结合医院,0.660890581
3838,阆中市第二人民医院,0.66077762
3442,资阳市雁江区迎接镇卫生院,0.660478365
300,仁寿县人民医院,0.660369018
258,井研县人民医院,0.660018994
1383,射洪市太和街道城南社区卫生服务中心,0.659966635
2970,绵阳市安州区中医院,0.659860847
3022,绵阳耳鼻喉医院,0.65874245
1627,平昌县江口镇社区卫生服务中心,0.658491319
3426,资阳市雁江区丹山镇中心卫生院,0.657412134
2687,理县人民医院,0.656889393
1060,大邑县花水湾镇公立卫生院,0.656612853
3685,邻水县城南镇卫生院,0.656449795
3414,资中资州医院,0.656156615
508,冕宁县人民医院,0.655748403
2091,成都市金牛区妇幼保健院（成都市金牛区妇幼保健院互联网医院）,0.655405385
2268,旺苍佳士康养医院,0.654938862
2220,成都高新区肖家河社区卫生服务中心,0.654167015
1464,峨眉山市中医医院峨眉山市骨科医院,0.653206235
3419,资阳市社会福利院医院,0.652915602
1163,安岳县岳阳镇中心卫生院（安岳县第五人民医院）,0.652757152
3696,邻水县袁市镇卫生院,0.652571554
3258,蒲江县寿安社区卫生服务中心,0.651827023
1972,成都双华骨科医院,0.651260216
1421,屏山县大乘镇卫生院,0.651191106
1748,广安市前锋区观阁中心卫生院,0.651062806
3673,邛崃爱尔眼科医院,0.650734007
1837,彭州市敖平镇卫生院（彭州市第三人民医院）,0.649559087
3272,蓬安县中医医院,0.648292839
594,北川羌族自治县人民医院,0.648163957
3725,都江堰爱尔眼科医院,0.647719019
2145,成都成华泰兴医院,0.647707519
1246,宜宾市叙州区蕨溪镇中心卫生院,0.647702473
486,内江市妇幼保健院,0.647474684
3328,西充县中医医院,0.647080093
3632,遂宁市第三人民医院,0.646929187
3394,资中县孟塘镇卫生院,0.646618064
3663,邛崃市妇幼保健院,0.646563081
3709,都江堰市幸福街道社区卫生服务中心,0.646337707
3617,遂宁市安居区分水镇卫生院,0.645980034
1036,大英县中医医院,0.645651893
1303,宣汉县厂溪乡卫生院,0.645134561
3761,金川县人民医院,0.644542365
629,南充东方医院,0.644509607
1775,广汉中信众康肾病医院,0.64449809
1311,宣汉县庙安镇卫生院,0.643925446
2627,渠县涌兴镇中心卫生院,0.643057619
840,叙永县江门镇卫生院,0.642639853
3291,蓬安县银汉镇卫生院,0.642301025
3467,越西县第一人民医院,0.642236435
154,乐山市五通桥区中医医院,0.642198993
80,三台县龙树镇中心卫生院,0.641876815
2551,泸州市妇幼保健院(泸州市第二人民医院）,0.641854314
3711,都江堰市沿江卫生院,0.6413237
366,仪陇县妇幼保健计划生育服务中心,0.640960652
3485,达州医科肿瘤医院,0.640774366
236,乐至县高寺镇凉水卫生院,0.6405326
293,什邡市马井中心卫生院,0.640341381
3624,遂宁市安居区白马镇中心卫生院,0.640311255
2810,眉山市人民医院（眉山市传染病医院）,0.640172065
1042,大英县河边中心卫生院,0.639932643
3261,蒲江县甘溪镇公立卫生院,0.639212644
1852,彭州磊络福兴医院,0.638545807
2530,泸县得胜镇卫生院,0.638478349
553,前锋世纪医院,0.638457422
725,南江县中医医院,0.638233522
1214,宜宾和康骨科医院,0.637624365
1558,巴中市恩阳区茶坝镇中心卫生院,0.637505167
1809,开江县新宁社区卫生服务中心,0.637422153
1753,广安市广安区协兴中心卫生院,0.636874303
42,三台华厦眼科医院,0.636714034
3689,邻水县柑子镇中心卫生院,0.636340391
2962,绵阳兴睿精神病医院,0.636090736
3421,资阳市精神病医院,0.636072933
1481,峨眉山锦欣老年病医院,0.635535925
3915,雅安职业技术学院附属医院,0.635389771
2114,成都市青羊区文家社区卫生服务中心（成都市青羊区文家社区医院）,0.635083128
2597,渠县中润医院,0.635043574
1749,广安市前锋区龙塘街道社区卫生服务中心,0.634488456
1612,平昌县妇幼保健计划生育服务中心（平昌县妇幼保健院）,0.634365668
856,古蔺县中医医院,0.634076691
1521,崇州西湖骨伤专科医院,0.63308497
3881,雅安博爱医院,0.633048679
683,南充市顺庆区妇幼保健计划生育服务中心(南充市顺庆区妇幼保健院),0.632576938
2965,绵阳富临医院,0.63190734
1159,安岳县岳城街道城南社区服务中心,0.631869436
2572,泸州骨康骨科医院,0.631577562
3390,资中县双龙镇卫生院,0.629101007
257,井研县中医医院,0.628942619
2955,绵竹市第二人民医院,0.628217663
3627,遂宁市安居区聚贤镇卫生院,0.627893213
1217,宜宾大欣妇产医院,0.627400376
678,南充市顺庆区人民医院,0.627229668
848,叙永县黄坭镇卫生院,0.626139686
3478,达川区杨柳街道社区卫生服务中心,0.625861301
871,古蔺县石屏中心卫生院,0.62563275
1308,宣汉县天生镇中心卫生院,0.625515395
1504,崇州市妇幼保健计划生育服务中心（崇州市妇幼保健院）,0.625352132
1296,宣汉县中医院,0.624810987
1053,大邑县安仁镇公立卫生院,0.624554858
569,剑阁县普安镇中心卫生院,0.624222401
44,三台县中医院,0.623760398
2023,成都市新津区兴义镇中心卫生院,0.621856714
72,三台县紫河镇中心卫生院,0.6218098
1719,广元市朝天区妇幼保健院,0.621552572
954,四川省乐至县中医医院,0.621534083
1559,巴中市恩阳区雪山中心卫生院,0.621435328
1338,宣汉县马渡关镇庆云卫生院,0.621373832
3656,邛崃市临邛社区卫生服务中心,0.621027228
1849,彭州段氏中医骨科医院,0.620566524
1554,巴中市恩阳区渔溪中心卫生院,0.620545675
1298,宣汉县人民医院,0.620513579
3127,苍溪县中医医院,0.619151453
2638,渠县第四人民医院（渠县有庆镇中心卫生院）,0.618861339
2056,成都市温江区和盛镇中心卫生院（成都市温江区第二人民医院）,0.618277405
978,四川眼科医院,0.618048028
2907,米兰柏羽医学美容医院,0.617955361
712,南充爱尔麦格眼科医院,0.617355706
1326,宣汉县石铁乡卫生院,0.61670295
220,乐至县佛星镇卫生院,0.616631053
2642,渠县鲜渡镇卫生院,0.616028042
3443,资阳忠华康复医院,0.615899576
797,南部县河东中心卫生院,0.615722158
890,合江县临港街道社区卫生服务中心（合江县第三人民医院）,0.615589696
186,乐山市市中区苏稽镇中心卫生院,0.614161248
3193,荣县长山中心卫生院,0.61376997
485,内江市中医医院,0.613044268
963,四川省妇幼保健院,0.612852731
3590,通江县诺水河中心卫生院,0.612414076
1362,富顺县童寺镇中心卫生院,0.611985828
2087,成都市金牛区中医医院,0.611143086
2100,成都市青白江区城厢镇公立中心卫生院,0.610948369
3323,蓬溪友爱天仁医院,0.610829009
1733,广元民政康养医院,0.610655795
2493,汶川县中医医院,0.610423294
646,南充市中医医院,0.61002434
1225,宜宾市南溪区大观镇中心卫生院,0.609930156
1560,巴中市精神卫生中心（巴中市巴州区第二人民医院）,0.609174619
2592,渠县万寿镇卫生院（渠县板桥乡卫生院）,0.608892986
213,乐山鲍氏医疗投资有限公司乐山嘉定医院,0.608375104
3122,苍溪仁信医院,0.608356854
157,乐山市五通桥区妇幼保健院,0.607997424
