,医院类型,basy_zyzd_jbbm,basy_yydj,耗材费,count
10033,肿瘤,其他部位的静脉曲张,二级乙等,232.94,1
10034,肿瘤,其他部位的静脉曲张,二级甲等,1971.4966666666667,3
10035,肿瘤,其他间质性肺疾病,三级未评等,745.98,1
10036,肿瘤,其他间质性肺疾病,三级甲等,14975.582727272727,11
10037,肿瘤,其他间质性肺疾病,二级乙等,905.96,1
10038,肿瘤,其他间质性肺疾病,二级甲等,8116.961666666666,6
10039,肿瘤,其他阑尾炎,三级甲等,4198.975,2
10040,肿瘤,其他阑尾炎,二级甲等,1330.66,6
10041,肿瘤,其他静脉栓塞和血栓形成,三级未评等,715.54,1
10042,肿瘤,其他非创伤性颅内出血,三级未评等,506.71,1
10043,肿瘤,其他非创伤性颅内出血,三级甲等,10918.994,5
10044,肿瘤,其他非创伤性颅内出血,二级甲等,4359.361999999999,5
10045,肿瘤,其他非感染性胃肠炎和结肠炎,三级甲等,1075.388,5
10046,肿瘤,其他非感染性胃肠炎和结肠炎,二级乙等,290.74,1
10047,肿瘤,其他非感染性胃肠炎和结肠炎,二级甲等,1425.73,2
10048,肿瘤,其他非毒性甲状腺肿,三级未评等,3853.8993333333333,15
10049,肿瘤,其他非毒性甲状腺肿,三级甲等,5394.140252525252,198
10050,肿瘤,其他非毒性甲状腺肿,二级乙等,721.018,15
10051,肿瘤,其他非毒性甲状腺肿,二级未评等,6610.075,4
10052,肿瘤,其他非毒性甲状腺肿,二级甲等,3230.0863157894737,19
10053,肿瘤,其他骨软骨发育不良,三级未评等,673.02,1
10054,肿瘤,其他骨软骨发育不良,三级甲等,2271.19,2
10055,肿瘤,具有心脏和血管植入物和移植物,三级甲等,1997.07,1
10056,肿瘤,内分泌腺其他和未特指的良性肿瘤,三级未评等,713.25,1
10057,肿瘤,内分泌腺其他和未特指的良性肿瘤,三级甲等,11620.789736842105,38
10058,肿瘤,内分泌腺其他和未特指的良性肿瘤,二级甲等,2669.58,1
10059,肿瘤,内分泌腺动态未定或动态未知的肿瘤,三级甲等,6471.376444444444,45
10060,肿瘤,内分泌腺动态未定或动态未知的肿瘤,二级乙等,657.96,1
10061,肿瘤,内分泌腺动态未定或动态未知的肿瘤,二级未评等,1158.33,1
10062,肿瘤,内分泌腺动态未定或动态未知的肿瘤,二级甲等,729.3900000000001,1
10063,肿瘤,内部矫形外科假体装置、植入物和移植物的并发症,三级未评等,272.1,1
10064,肿瘤,内部矫形外科假体装置、植入物和移植物的并发症,二级甲等,28643.84,2
10065,肿瘤,再植和截断术所特有的并发症,三级甲等,1441.81,1
10066,肿瘤,"出血,不可归类在他处者",三级甲等,406.77666666666664,3
10067,肿瘤,"出血,不可归类在他处者",二级未评等,5637.765,2
10068,肿瘤,"出血,不可归类在他处者",二级甲等,10174.859999999999,2
10069,肿瘤,分娩时会阴裂伤	,二级甲等,403.57,1
10070,肿瘤,利尿剂和其他及未特指的药物、药剂和生物制品中毒,三级未评等,2518.896666666667,3
10071,肿瘤,前列腺增生	,三级未评等,415.90600000000006,10
10072,肿瘤,前列腺增生	,三级甲等,1815.5152380952381,21
10073,肿瘤,前列腺增生	,二级乙等,3477.3160000000003,5
10074,肿瘤,前列腺增生	,二级甲等,1253.723,10
10075,肿瘤,前列腺恶性肿瘤,三级未评等,439.1175,12
10076,肿瘤,前列腺恶性肿瘤,三级甲等,3647.195035460993,141
10077,肿瘤,前列腺恶性肿瘤,二级未评等,1514.3,1
10078,肿瘤,前列腺恶性肿瘤,二级甲等,1837.2484615384615,13
10079,肿瘤,前列腺的其他疾患	,三级甲等,576.7933333333334,3
10080,肿瘤,前庭大腺[巴多林腺]疾病	,三级甲等,549.24,3
10081,肿瘤,前庭大腺[巴多林腺]疾病	,二级乙等,273.27,1
10082,肿瘤,前庭大腺[巴多林腺]疾病	,二级甲等,258.985,2
10083,肿瘤,前臂骨折,三级未评等,531.7833333333333,3
10084,肿瘤,前臂骨折,二级乙等,1637.6000000000001,2
10085,肿瘤,前臂骨折,二级甲等,3165.0781818181817,11
10086,肿瘤,功能检查的异常结果,三级甲等,987.06,1
10087,肿瘤,动脉和小动脉的其他疾患,三级甲等,12497.910000000002,1
10088,肿瘤,动脉和小动脉的其他疾患,二级未评等,7675.82,1
10089,肿瘤,动脉和小动脉的其他疾患,二级甲等,5151.4400000000005,1
10090,肿瘤,动脉栓塞和血栓形成,三级甲等,519.77,1
10091,肿瘤,动脉栓塞和血栓形成,二级甲等,8460.21,1
10092,肿瘤,动脉粥样硬化,二级甲等,1950.7,2
10093,肿瘤,包皮过长、包茎和嵌顿包茎	,二级甲等,229.875,2
10094,肿瘤,化脓性关节炎,二级甲等,4372.4,1
10095,肿瘤,医疗性流产	,二级甲等,245.47923076923078,13
10096,肿瘤,十二指肠溃疡,三级甲等,391.42,2
10097,肿瘤,十二指肠溃疡,二级甲等,648.8050000000001,4
10098,肿瘤,卵巢、输卵管和阔韧带的非炎性疾患	,三级未评等,985.3966666666666,3
10099,肿瘤,卵巢、输卵管和阔韧带的非炎性疾患	,三级甲等,3227.1642857142856,42
10100,肿瘤,卵巢、输卵管和阔韧带的非炎性疾患	,二级乙等,1742.8272727272727,11
10101,肿瘤,卵巢、输卵管和阔韧带的非炎性疾患	,二级甲等,1417.3626666666667,30
10102,肿瘤,卵巢恶性肿瘤,三级未评等,4510.235000000001,6
10103,肿瘤,卵巢恶性肿瘤,三级甲等,17289.12170212766,235
10104,肿瘤,卵巢恶性肿瘤,二级乙等,1712.86125,8
10105,肿瘤,卵巢恶性肿瘤,二级未评等,2769.065,6
10106,肿瘤,卵巢恶性肿瘤,二级甲等,1710.4836363636364,22
10107,肿瘤,卵巢良性肿瘤,三级甲等,3365.135588235294,34
10108,肿瘤,卵巢良性肿瘤,二级乙等,1536.6599999999999,2
10109,肿瘤,卵巢良性肿瘤,二级甲等,1523.2757142857142,7
10110,肿瘤,受压区褥疮,三级甲等,669.17,1
10111,肿瘤,口其他和未特指部位的恶性肿瘤,三级未评等,1408.54,1
10112,肿瘤,口其他和未特指部位的恶性肿瘤,三级甲等,7096.006451612902,31
10113,肿瘤,口其他和未特指部位的恶性肿瘤,二级乙等,1008.88,1
10114,肿瘤,口其他和未特指部位的恶性肿瘤,二级甲等,1989.0866666666668,3
10115,肿瘤,"口区囊肿,不可归类在他处者",三级未评等,471.47,1
10116,肿瘤,"口区囊肿,不可归类在他处者",三级甲等,2189.7292307692305,13
10117,肿瘤,"口区囊肿,不可归类在他处者",二级乙等,1639.97,3
10118,肿瘤,"口区囊肿,不可归类在他处者",二级甲等,838.0174999999999,4
10119,肿瘤,口和咽良性肿瘤,三级未评等,527.0314285714286,7
10120,肿瘤,口和咽良性肿瘤,三级甲等,1836.0528571428572,21
10121,肿瘤,口和咽良性肿瘤,二级乙等,474.15,1
10122,肿瘤,口和咽良性肿瘤,二级甲等,556.9666666666667,6
10123,肿瘤,口咽恶性肿瘤,三级甲等,4237.29,16
10124,肿瘤,口咽恶性肿瘤,二级乙等,2059.24,1
10125,肿瘤,口咽恶性肿瘤,二级甲等,4254.78,2
10126,肿瘤,口底恶性肿瘤,三级未评等,1657.0366666666669,3
10127,肿瘤,口底恶性肿瘤,三级甲等,5286.385882352941,17
10128,肿瘤,口底恶性肿瘤,二级未评等,254.59,1
10129,肿瘤,口底恶性肿瘤,二级甲等,786.325,2
10130,肿瘤,口炎和有关损害,三级未评等,599.6949999999999,2
10131,肿瘤,口炎和有关损害,三级甲等,942.5566666666667,3
10132,肿瘤,口炎和有关损害,二级甲等,628.3199999999999,2
10133,肿瘤,口腔、食管和胃原位癌,三级未评等,1213.11,1
10134,肿瘤,口腔、食管和胃原位癌,三级甲等,3397.0285714285715,7
10135,肿瘤,口腔、食管和胃原位癌,二级乙等,249.98,1
10136,肿瘤,口腔、食管和胃原位癌,二级甲等,3897.73,1
10137,肿瘤,口腔和消化器官动态未定或动态未知的肿瘤,三级未评等,628.7,2
10138,肿瘤,口腔和消化器官动态未定或动态未知的肿瘤,三级甲等,9412.092875,160
10139,肿瘤,口腔和消化器官动态未定或动态未知的肿瘤,二级乙等,2097.7,2
10140,肿瘤,口腔和消化器官动态未定或动态未知的肿瘤,二级未评等,694.52,2
10141,肿瘤,口腔和消化器官动态未定或动态未知的肿瘤,二级甲等,2828.3799999999997,3
10142,肿瘤,叶酸盐缺乏性贫血,三级未评等,303.91,1
10143,肿瘤,吞咽困难,三级甲等,1947.73,1
10144,肿瘤,周围循环系统的其他先天性畸形,二级未评等,11768.47,1
10145,肿瘤,周围神经和自主神经系统恶性肿瘤,三级甲等,3240.3175,4
10146,肿瘤,呼吸和消化器官的继发性恶性肿瘤,三级未评等,4893.996666666667,36
10147,肿瘤,呼吸和消化器官的继发性恶性肿瘤,三级甲等,12979.701449814127,269
10148,肿瘤,呼吸和消化器官的继发性恶性肿瘤,二级乙等,1013.76,1
10149,肿瘤,呼吸和消化器官的继发性恶性肿瘤,二级未评等,9263.372931034482,290
10150,肿瘤,呼吸和消化器官的继发性恶性肿瘤,二级甲等,2195.025164835165,91
10151,肿瘤,呼吸异常,二级甲等,1515.025,2
10152,肿瘤,呼吸系统和胸腔内器官其他和不明确部位的恶性肿瘤,三级甲等,3042.468333333333,6
10153,肿瘤,"呼吸衰竭,不可归类在他处者",三级未评等,791.47,2
10154,肿瘤,"呼吸衰竭,不可归类在他处者",三级甲等,9199.780833333332,12
10155,肿瘤,"呼吸衰竭,不可归类在他处者",二级乙等,428.3325,4
10156,肿瘤,"呼吸衰竭,不可归类在他处者",二级甲等,1415.6197222222222,36
10157,肿瘤,呼吸道内异物,二级甲等,263.02,1
10158,肿瘤,呼吸道出血,三级未评等,408.615,2
10159,肿瘤,呼吸道出血,三级甲等,2133.6099999999997,5
10160,肿瘤,呼吸道出血,二级未评等,408.01,1
10161,肿瘤,呼吸道出血,二级甲等,1161.2583333333334,6
10162,肿瘤,"呼吸道结核,未经细菌学或组织学所证实",三级未评等,781.66,2
10163,肿瘤,"呼吸道结核,未经细菌学或组织学所证实",三级甲等,9792.993750000001,8
10164,肿瘤,"呼吸道结核,未经细菌学或组织学所证实",二级未评等,1741.84,1
10165,肿瘤,"呼吸道结核,未经细菌学或组织学所证实",二级甲等,370.615,2
10166,肿瘤,"呼吸道结核,经细菌学和组织学证实",三级未评等,7485.04,2
10167,肿瘤,"呼吸道结核,经细菌学和组织学证实",三级甲等,43820.18,1
10168,肿瘤,"呼吸道结核,经细菌学和组织学证实",二级甲等,1576.45,1
10169,肿瘤,咳嗽,三级甲等,298.87,1
10170,肿瘤,咽下部恶性肿瘤,三级甲等,3160.857105263158,38
10171,肿瘤,咽下部恶性肿瘤,二级乙等,1005.94,1
10172,肿瘤,咽下部恶性肿瘤,二级甲等,1588.3225,4
10173,肿瘤,哮喘,二级甲等,220.95,1
10174,肿瘤,哮喘持续状态,三级未评等,1487.875,2
10175,肿瘤,唇、口腔和咽其他和部位不明的恶性肿瘤,三级甲等,1797.745,2
10176,肿瘤,唇、口腔和咽其他和部位不明的恶性肿瘤,二级甲等,6797.68,1
10177,肿瘤,唇及口腔粘膜的其他疾病,三级未评等,537.8333333333334,3
10178,肿瘤,唇及口腔粘膜的其他疾病,三级甲等,912.94,19
10179,肿瘤,唇及口腔粘膜的其他疾病,二级甲等,799.8016666666666,6
10180,肿瘤,唇恶性肿瘤,三级甲等,2998.482,5
10181,肿瘤,唇恶性肿瘤,二级乙等,2020.67,1
10182,肿瘤,唇恶性肿瘤,二级甲等,870.6366666666667,3
10183,肿瘤,喉恶性肿瘤,三级未评等,649.495,2
10184,肿瘤,喉恶性肿瘤,三级甲等,3158.099830508475,59
10185,肿瘤,喉恶性肿瘤,二级乙等,1501.9,1
10186,肿瘤,喉恶性肿瘤,二级甲等,5162.23,2
10187,肿瘤,嗜眠、木僵和昏迷,三级甲等,593.87,2
10188,肿瘤,嘌呤和嘧啶代谢紊乱,二级未评等,274.71,1
10189,肿瘤,囊性肾病,二级未评等,200.33,1
10190,肿瘤,四肢后天性缺失,三级甲等,219.84,1
10191,肿瘤,四肢骨和关节软骨恶性肿瘤,三级未评等,77444.23999999999,1
10192,肿瘤,四肢骨和关节软骨恶性肿瘤,三级甲等,19093.239444444444,18
10193,肿瘤,固体和液体引起的肺炎,三级甲等,1477.6633333333332,3
10194,肿瘤,固体和液体引起的肺炎,二级甲等,1486.12,1
10195,肿瘤,在前臂水平的肌肉和肌腱损伤,二级甲等,268.66,1
10196,肿瘤,在肩和上臂水平的肌肉和肌腱损伤,二级未评等,436.314,5
10197,肿瘤,在肩和上臂水平的肌肉和肌腱损伤,二级甲等,8370.4825,4
10198,肿瘤,在腕和手水平的肌肉和肌腱损伤,二级甲等,669.465,2
10199,肿瘤,在腕和手水平的骨折,三级未评等,1134.43,1
10200,肿瘤,在腕和手水平的骨折,二级甲等,2050.97,1
10201,肿瘤,垂体功能减退和其他疾患,三级甲等,11986.06,7
10202,肿瘤,"声带和喉疾病,不可归类在他处者",三级未评等,511.92,4
10203,肿瘤,"声带和喉疾病,不可归类在他处者",三级甲等,1124.286896551724,29
10204,肿瘤,"声带和喉疾病,不可归类在他处者",二级乙等,575.5,1
10205,肿瘤,"声带和喉疾病,不可归类在他处者",二级甲等,619.5272727272727,11
10206,肿瘤,外耳炎,三级甲等,1916.18,1
10207,肿瘤,外耳的其他疾患,三级甲等,1459.72,6
10208,肿瘤,外耳的其他疾患,二级甲等,775.87,3
10209,肿瘤,外阴和会阴的其他非炎性疾患	,三级甲等,242.78,1
10210,肿瘤,外阴和会阴的其他非炎性疾患	,二级乙等,613.4100000000001,1
10211,肿瘤,外阴和会阴的其他非炎性疾患	,二级甲等,260.64666666666665,3
10212,肿瘤,外阴恶性肿瘤,三级甲等,2474.0175,8
10213,肿瘤,外阴恶性肿瘤,二级乙等,1584.99,1
10214,肿瘤,多发性和未特指部位的急性上呼吸道感染,三级甲等,1918.2549999999999,2
10215,肿瘤,多发性骨髓瘤和恶性浆细胞肿瘤,三级甲等,922.25,10
10216,肿瘤,多发性骨髓瘤和恶性浆细胞肿瘤,二级乙等,576.3,1
10217,肿瘤,多发性骨髓瘤和恶性浆细胞肿瘤,二级甲等,945.5400000000001,2
10218,肿瘤,大涎腺其他和未特指的恶性肿瘤,三级甲等,2871.2642857142855,7
10219,肿瘤,大涎腺其他和未特指的恶性肿瘤,二级甲等,1642.4399999999998,3
10220,肿瘤,大涎腺良性肿瘤,三级未评等,646.1536363636365,11
10221,肿瘤,大涎腺良性肿瘤,三级甲等,6037.573815789474,76
10222,肿瘤,大涎腺良性肿瘤,二级乙等,1251.4175,4
10223,肿瘤,大涎腺良性肿瘤,二级甲等,1187.3468421052632,19
10224,肿瘤,头部开放性伤口,三级未评等,806.12,1
10225,肿瘤,头部开放性伤口,二级甲等,887.8566666666666,3
10226,肿瘤,女性生殖器官其他和未特指的恶性肿瘤,三级甲等,16612.215714285714,14
10227,肿瘤,女性生殖器官其他和未特指的恶性肿瘤,二级甲等,701.13,1
10228,肿瘤,女性生殖器官其他和未特指的良性肿瘤,三级甲等,2829.1600000000003,1
10229,肿瘤,女性生殖器官其他和未特指的良性肿瘤,二级甲等,263.6,1
10230,肿瘤,女性生殖器官动态未定或动态未知的肿瘤,三级未评等,570.6700000000001,1
10231,肿瘤,女性生殖器官动态未定或动态未知的肿瘤,三级甲等,5633.463055555556,36
10232,肿瘤,女性生殖器官动态未定或动态未知的肿瘤,二级乙等,2261.79,1
10233,肿瘤,女性生殖器官动态未定或动态未知的肿瘤,二级甲等,1431.98,1
10234,肿瘤,女性生殖器脱垂	,三级未评等,592.2,1
10235,肿瘤,女性生殖器脱垂	,二级乙等,511.26,3
10236,肿瘤,女性生殖器脱垂	,二级甲等,3277.9163636363637,11
10237,肿瘤,女性生殖道息肉	,三级未评等,412.09083333333336,12
10238,肿瘤,女性生殖道息肉	,三级甲等,919.6000000000001,7
10239,肿瘤,女性生殖道息肉	,二级乙等,1058.997142857143,7
10240,肿瘤,女性生殖道息肉	,二级甲等,453.08875,16
10241,肿瘤,子宫体恶性肿瘤,三级未评等,832.8,4
10242,肿瘤,子宫体恶性肿瘤,三级甲等,7113.973511450382,131
10243,肿瘤,子宫体恶性肿瘤,二级未评等,506.71,1
10244,肿瘤,子宫体恶性肿瘤,二级甲等,2704.323913043478,23
10245,肿瘤,子宫其他良性肿瘤,三级未评等,589.15,1
10246,肿瘤,子宫其他良性肿瘤,三级甲等,4916.998461538462,26
10247,肿瘤,子宫其他良性肿瘤,二级乙等,1340.415,2
10248,肿瘤,子宫其他良性肿瘤,二级未评等,10189.64,2
10249,肿瘤,子宫其他良性肿瘤,二级甲等,1916.555,4
10250,肿瘤,"子宫其他非炎性疾患,除外宫颈	",三级未评等,631.25,1
10251,肿瘤,"子宫其他非炎性疾患,除外宫颈	",三级甲等,3976.400909090909,11
10252,肿瘤,"子宫其他非炎性疾患,除外宫颈	",二级乙等,595.728,5
10253,肿瘤,"子宫其他非炎性疾患,除外宫颈	",二级甲等,1510.57,7
10254,肿瘤,子宫内膜异位症	,三级未评等,737.95,2
10255,肿瘤,子宫内膜异位症	,三级甲等,3437.586333333333,30
10256,肿瘤,子宫内膜异位症	,二级乙等,1401.835,4
10257,肿瘤,子宫内膜异位症	,二级甲等,1839.9316666666664,18
10258,肿瘤,子宫平滑肌瘤,三级未评等,610.9376923076923,13
10259,肿瘤,子宫平滑肌瘤,三级甲等,3954.910263157895,76
10260,肿瘤,子宫平滑肌瘤,二级乙等,2150.188888888889,9
10261,肿瘤,子宫平滑肌瘤,二级未评等,18515.75,1
10262,肿瘤,子宫平滑肌瘤,二级甲等,2046.4579069767442,43
10263,肿瘤,"子宫炎性疾病,除外宫颈	",二级乙等,200.1,1
10264,肿瘤,"子宫炎性疾病,除外宫颈	",二级甲等,2704.75,1
10265,肿瘤,子宫部位未特指的恶性肿瘤,三级甲等,7713.158571428571,7
10266,肿瘤,子宫部位未特指的恶性肿瘤,二级未评等,324.39,1
10267,肿瘤,子宫部位未特指的恶性肿瘤,二级甲等,810.4399999999999,1
10268,肿瘤,孢子丝菌病,三级未评等,261.91,1
10269,肿瘤,宫颈原位癌,三级未评等,214.6,1
10270,肿瘤,宫颈原位癌,三级甲等,3052.8217391304347,46
10271,肿瘤,宫颈原位癌,二级甲等,2109.2000000000003,3
10272,肿瘤,宫颈发育不良	,三级甲等,2461.055,2
10273,肿瘤,宫颈发育不良	,二级乙等,283.65,2
10274,肿瘤,宫颈发育不良	,二级甲等,413.1375,4
10275,肿瘤,宫颈恶性肿瘤,三级未评等,569.6899999999999,3
10276,肿瘤,宫颈恶性肿瘤,三级甲等,3613.561152416357,269
10277,肿瘤,宫颈恶性肿瘤,二级乙等,1424.5814285714284,7
10278,肿瘤,宫颈恶性肿瘤,二级未评等,844.3966666666666,3
10279,肿瘤,宫颈恶性肿瘤,二级甲等,2666.2315384615385,39
10280,肿瘤,宫颈炎性疾病	,二级乙等,349.9,2
10281,肿瘤,宫颈炎性疾病	,二级甲等,315.478,5
10282,肿瘤,对人工造口的维护,三级未评等,4004.468,5
10283,肿瘤,对人工造口的维护,三级甲等,7193.284435483871,124
10284,肿瘤,对人工造口的维护,二级甲等,2308.696470588235,17
10285,肿瘤,小肠恶性肿瘤,三级甲等,18138.54625,16
10286,肿瘤,小肠恶性肿瘤,二级未评等,2286.3,2
10287,肿瘤,小肠恶性肿瘤,二级甲等,1064.75,4
10288,肿瘤,小腿(包括踝)骨折,三级未评等,1362.616,10
10289,肿瘤,小腿(包括踝)骨折,二级乙等,1365.21,3
10290,肿瘤,小腿(包括踝)骨折,二级未评等,484.18,1
10291,肿瘤,小腿(包括踝)骨折,二级甲等,4783.414583333333,24
10292,肿瘤,尿道狭窄	,三级甲等,585.68,1
10293,肿瘤,尿道狭窄	,二级甲等,3350.3,1
10294,肿瘤,尿道的其他疾患	,三级甲等,1188.0075,4
10295,肿瘤,尿道的其他疾患	,二级未评等,5597.68,1
10296,肿瘤,局部多脂症,二级甲等,818.7199999999999,3
10297,肿瘤,巨细胞病毒病,三级甲等,1768.8200000000002,1
10298,肿瘤,带状疱疹,二级未评等,455.2966666666667,3
10299,肿瘤,带状疱疹,二级甲等,2016.88,1
10300,肿瘤,库欣综合征[皮质醇增多症],三级甲等,228.47,1
10301,肿瘤,异位妊娠	,二级甲等,1391.5,4
10302,肿瘤,循环系统的其他先天性畸形,二级未评等,1846.1816666666666,6
10303,肿瘤,"循环系统的操作后疾患,不可归类在他处者",二级甲等,4595.213333333333,3
10304,肿瘤,心力衰竭,三级未评等,732.9133333333333,3
10305,肿瘤,心力衰竭,三级甲等,1002.3899999999999,4
10306,肿瘤,心力衰竭,二级乙等,868.7199999999999,3
10307,肿瘤,心力衰竭,二级未评等,12737.55,1
10308,肿瘤,心力衰竭,二级甲等,387.17,6
10309,肿瘤,心包的其他疾病,三级甲等,1486.665,2
10310,肿瘤,心包的其他疾病,二级乙等,758.47,1
10311,肿瘤,心包的其他疾病,二级甲等,353.13,4
10312,肿瘤,心绞痛,三级未评等,308.825,2
10313,肿瘤,心绞痛,二级甲等,5489.451363636364,22
10314,肿瘤,心肌病,三级未评等,1779.8433333333335,3
10315,肿瘤,心肌病,三级甲等,403.08,1
10316,肿瘤,心肌病,二级甲等,1036.2,1
10317,肿瘤,心脏、纵隔和胸膜恶性肿瘤,三级甲等,6415.439565217391,23
10318,肿瘤,心脏、纵隔和胸膜恶性肿瘤,二级未评等,527.84,3
10319,肿瘤,心脏、纵隔和胸膜恶性肿瘤,二级甲等,1840.6666666666667,3
10320,肿瘤,心脏停搏,三级甲等,2117.34,3
10321,肿瘤,心脏和血管假体装置、植入物和移植物的并发症,三级甲等,662.8299999999999,1
10322,肿瘤,心脏病的并发症和不明确表述,二级甲等,208.04,1
10323,肿瘤,心脏的其他先天性畸形,三级甲等,7437.110000000001,1
10324,肿瘤,心脏的其他先天性畸形,二级甲等,2232.35,1
10325,肿瘤,念珠菌病,三级未评等,518.57,2
10326,肿瘤,念珠菌病,三级甲等,1211.04,1
10327,肿瘤,念珠菌病,二级甲等,712.5133333333333,3
10328,肿瘤,急性出血后贫血,三级甲等,1088.55,1
10329,肿瘤,急性咽炎,三级未评等,309.4,1
10330,肿瘤,急性咽炎,三级甲等,389.92,1
10331,肿瘤,急性心肌梗死,三级未评等,1051.655,2
10332,肿瘤,急性心肌梗死,三级甲等,296.06,1
10333,肿瘤,急性心肌梗死,二级乙等,275.11,1
10334,肿瘤,急性心肌梗死,二级甲等,11645.814,5
10335,肿瘤,急性扁桃体炎,三级甲等,277.46000000000004,1
10336,肿瘤,急性扁桃体炎,二级甲等,1110.215,2
10337,肿瘤,急性支气管炎,二级未评等,262.71,1
10338,肿瘤,急性支气管炎,二级甲等,568.7522222222221,9
10339,肿瘤,急性淋巴结炎,三级未评等,521.68,1
10340,肿瘤,急性淋巴结炎,二级乙等,545.59,1
10341,肿瘤,急性淋巴结炎,二级甲等,984.92,1
10342,肿瘤,急性肾小管-间质肾炎	,三级甲等,507.37,1
10343,肿瘤,急性肾衰竭	,三级未评等,3822.6,2
10344,肿瘤,急性肾衰竭	,三级甲等,3191.8475,4
10345,肿瘤,急性肾衰竭	,二级甲等,3289.6740000000004,5
10346,肿瘤,急性胰腺炎,三级未评等,1130.99,3
10347,肿瘤,急性胰腺炎,三级甲等,255.91000000000005,1
10348,肿瘤,急性胰腺炎,二级甲等,268.4733333333333,15
10349,肿瘤,急性阑尾炎,三级未评等,746.1773333333333,30
10350,肿瘤,急性阑尾炎,三级甲等,3099.662857142857,7
10351,肿瘤,急性阑尾炎,二级乙等,1160.5308695652172,23
10352,肿瘤,急性阑尾炎,二级未评等,447.43,1
10353,肿瘤,急性阑尾炎,二级甲等,1282.8824271844662,103
10354,肿瘤,恢复期,三级甲等,308.04,1
10355,肿瘤,恢复期,二级未评等,544.29,2
10356,肿瘤,恶心和呕吐,三级甲等,513.5250000000001,2
10357,肿瘤,恶性肿瘤治疗后的随诊检查,三级甲等,587.055,72
10358,肿瘤,恶性肿瘤治疗后的随诊检查,二级乙等,316.83181818181816,11
10359,肿瘤,恶性肿瘤治疗后的随诊检查,二级未评等,300.4290909090909,11
10360,肿瘤,恶性肿瘤治疗后的随诊检查,二级甲等,561.16,3
10361,肿瘤,恶病质,三级甲等,1931.585,2
10362,肿瘤,恶病质,二级乙等,2156.4,1
10363,肿瘤,恶病质,二级甲等,292.35,1
10364,肿瘤,"惊厥,不可归类在他处者",二级甲等,373.67,1
10365,肿瘤,慢性病毒性肝炎,三级甲等,13260.4875,4
10366,肿瘤,慢性缺血性心脏病,三级未评等,405.01714285714286,7
10367,肿瘤,慢性缺血性心脏病,三级甲等,1075.5525000000002,4
10368,肿瘤,慢性缺血性心脏病,二级乙等,535.1,2
10369,肿瘤,慢性缺血性心脏病,二级甲等,2742.153,40
10370,肿瘤,慢性肾病	,三级未评等,1023.4383333333334,6
10371,肿瘤,慢性肾病	,二级甲等,2141.14625,8
10372,肿瘤,慢性鼻炎、鼻咽炎和咽炎,二级甲等,824.85,3
10373,肿瘤,慢性鼻窦炎,三级未评等,834.5925,4
10374,肿瘤,慢性鼻窦炎,三级甲等,2616.6736363636364,11
10375,肿瘤,慢性鼻窦炎,二级甲等,1525.2269230769232,13
10376,肿瘤,成人型呼吸窘迫综合征,二级甲等,8664.53,1
10377,肿瘤,成熟T/NK细胞淋巴瘤,三级甲等,693.275,8
10378,肿瘤,成熟T/NK细胞淋巴瘤,二级乙等,228.59,1
10379,肿瘤,成熟T/NK细胞淋巴瘤,二级甲等,326.875,2
10380,肿瘤,成纤维细胞疾患,三级甲等,5580.887500000001,4
10381,肿瘤,成纤维细胞疾患,二级乙等,383.135,2
10382,肿瘤,扁桃体和腺样体慢性疾病,三级未评等,513.494,5
10383,肿瘤,扁桃体和腺样体慢性疾病,三级甲等,933.9233333333333,6
10384,肿瘤,扁桃体和腺样体慢性疾病,二级甲等,833.4614285714285,7
10385,肿瘤,扁桃体恶性肿瘤,三级未评等,417.69,1
10386,肿瘤,扁桃体恶性肿瘤,三级甲等,1798.2964285714286,14
10387,肿瘤,扁桃体恶性肿瘤,二级未评等,338.05,1
10388,肿瘤,扁桃体恶性肿瘤,二级甲等,1790.62,1
10389,肿瘤,播散性血管内凝血[去纤维蛋白综合征],二级甲等,1577.87,1
10390,肿瘤,"操作后的呼吸性疾患,不可归类在他处者",三级甲等,1502.89,1
10391,肿瘤,"操作并发症,不可归类在他处者",三级甲等,2311.9711111111114,9
10392,肿瘤,"操作并发症,不可归类在他处者",二级甲等,526.486,5
10393,肿瘤,支气管和肺恶性肿瘤,三级未评等,5257.069925925925,135
10394,肿瘤,支气管和肺恶性肿瘤,三级甲等,15942.554740638956,2911
10395,肿瘤,支气管和肺恶性肿瘤,二级乙等,1527.9644444444448,27
10396,肿瘤,支气管和肺恶性肿瘤,二级未评等,2341.1076963350783,191
10397,肿瘤,支气管和肺恶性肿瘤,二级甲等,4310.035373831776,214
10398,肿瘤,支气管扩张(症),三级未评等,937.645,2
10399,肿瘤,支气管扩张(症),三级甲等,350.01,1
10400,肿瘤,支气管扩张(症),二级甲等,385.70500000000004,4
10401,肿瘤,放射性皮炎,三级甲等,478.65,1
10402,肿瘤,"斑痣性错构瘤病,不可归类在他处者",三级甲等,16605.88129032258,31
10403,肿瘤,"斑痣性错构瘤病,不可归类在他处者",二级未评等,7828.79,1
10404,肿瘤,"斑痣性错构瘤病,不可归类在他处者",二级甲等,6218.616666666666,3
10405,肿瘤,晕厥和虚脱,三级甲等,269.115,2
10406,肿瘤,晚期梅毒,三级未评等,15560.87,1
10407,肿瘤,曲霉病,三级未评等,638.44,1
10408,肿瘤,曲霉病,三级甲等,806.2,2
