,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
1885,15,药品费,8709841,6,6967872,1741969,6325235,1576742,3373.647288766262,3402.5875497854427,0.901617913818732,0.939750252761377,0.9999999999999996,1.0044379625159006
1886,20,药品费,8709841,6,6967872,1741969,6230935,1553927,3330.04010544707,3384.1941335167726,0.9026952586511587,0.9372623139511974,0.9999999999999992,1.003762761997824
1887,30,药品费,8709841,6,6967872,1741969,6076380,1515692,3268.925491618356,3284.6753139888897,0.9042961452842984,0.9294139623123677,1.0000000000000002,1.002794610084677
1888,50,药品费,8709841,6,6967872,1741969,5848444,1459429,3203.2165022164163,3234.594619560196,0.905674788452458,0.9252428815412186,1.0000000000000009,1.0018071946147618
1889,100,药品费,8709841,6,6967872,1741969,5458554,1363064,3031.315812175538,3037.8697314180536,0.9044088302639685,0.9222110843608701,0.9999999999999997,1.0015241536219572
1890,5,药品费,8709841,7,6967872,1741969,6401183,1587496,3337.4446382798687,3384.8486884358767,0.8664610729313516,0.9460914293209945,0.9999999999999999,1.0097232180253444
1891,10,药品费,8709841,7,6967872,1741969,6185638,1538184,3249.32390153249,3296.873725960767,0.8718321789270986,0.9241021903525033,1.0000000000000002,1.006639565558415
1892,15,药品费,8709841,7,6967872,1741969,6033009,1501809,3184.3461419804703,3254.567313692317,0.8745890373706579,0.9183553636119305,1.0,1.0052040047547168
1893,20,药品费,8709841,7,6967872,1741969,5912679,1472516,3158.0586914153682,3230.449524787172,0.8763325427279189,0.914669012157935,0.9999999999999993,1.0042381822973354
1894,30,药品费,8709841,7,6967872,1741969,5720334,1425664,3067.0648208666944,3075.292856572266,0.8785051748070718,0.908684080813291,0.9999999999999997,1.00317272537907
1895,50,药品费,8709841,7,6967872,1741969,5436810,1355898,2994.502939882817,3000.454753750346,0.8803680902618993,0.9051675611263045,0.9999999999999997,1.0023446783914955
1896,100,药品费,8709841,7,6967872,1741969,4982505,1243209,2833.9097186261192,2748.757060133503,0.8809449167762405,0.9017001409613379,0.9999999999999997,1.0018064451545428
1897,5,药品费,8709841,8,6967872,1741969,6329054,1568175,3264.858658431135,3343.2251873086116,0.8574198678109004,0.9421162119575841,0.9999999999999997,1.0104069607258417
1898,10,药品费,8709841,8,6967872,1741969,6093305,1514119,3191.8134730805477,3247.430141762147,0.8633394578569595,0.9167381656668673,1.0000000000000007,1.0069244189353215
1899,15,药品费,8709841,8,6967872,1741969,5930566,1475523,3143.52267927734,3217.874547117856,0.8662943648487519,0.9116501931685107,0.9999999999999984,1.0054189181286082
1900,20,药品费,8709841,8,6967872,1741969,5798880,1443646,3113.2455693537963,3182.966035084326,0.8682238225157591,0.9086424865507297,1.0000000000000004,1.0044115021448168
1901,30,药品费,8709841,8,6967872,1741969,5592091,1393105,3023.9379529606335,3018.9067176410304,0.8705672020324637,0.9004275580030148,1.0000000000000009,1.0032752805989589
1902,50,药品费,8709841,8,6967872,1741969,5288975,1318775,2937.8691857772474,2842.6630153835667,0.8728970035187053,0.8974590089229819,1.0,1.0024363969361185
1903,100,药品费,8709841,8,6967872,1741969,4810319,1200148,2757.704346124003,2678.8733168961644,0.8732475518797308,0.8925211412997028,0.9999999999999992,1.001895657699523
1904,5,药品费,8709841,9,6967872,1741969,6326603,1567497,3264.374629569909,3340.1081884890486,0.8571501268529687,0.9332879834302064,1.0000000000000002,1.0103008112591385
1905,10,药品费,8709841,9,6967872,1741969,6090341,1513347,3191.4289298870713,3245.8527580305963,0.8630835178069188,0.9159624665471501,1.0000000000000013,1.0068959927013645
1906,15,药品费,8709841,9,6967872,1741969,5927337,1474656,3143.351625019842,3216.816592149509,0.866060633890745,0.9108663722239498,1.0000000000000004,1.0053904015619068
1907,20,药品费,8709841,9,6967872,1741969,5795557,1442765,3113.309455640873,3182.214601366533,0.8680136264079765,0.9078625988112099,1.0000000000000004,1.0043742072386566
1908,30,药品费,8709841,9,6967872,1741969,5588121,1392113,3024.011336479922,3018.0745884123876,0.8703657037130992,0.8996390675858501,1.0000000000000002,1.0032329176622776
1909,50,药品费,8709841,9,6967872,1741969,5284771,1317656,2938.057155823683,2841.6048178920955,0.8726993415275635,0.8964833722345805,1.0000000000000004,1.0023780275944454
1910,100,药品费,8709841,9,6967872,1741969,4805696,1198930,2757.698145638067,2677.194279181759,0.8730687882835834,0.8914850975318854,0.9999999999999994,1.0018225215525747
1911,5,总费用,9682761,3,7746208,1936553,7655352,1910624,11352.564840676969,11521.598266249466,0.724654714192248,0.758444498084538,1.0000000000000004,1.002149025273769
1912,10,总费用,9682761,3,7746208,1936553,7598819,1897136,11299.29863587888,11446.816742520392,0.7254330423358357,0.7558456123035324,1.0000000000000004,1.0016601474769824
1913,15,总费用,9682761,3,7746208,1936553,7550981,1885525,11248.248354256166,11374.021955357568,0.7257632579252642,0.7538293260237602,0.9999999999999998,1.0012822930469563
1914,20,总费用,9682761,3,7746208,1936553,7510621,1875616,11216.20890871089,11345.700678053867,0.7258732379291608,0.7521844730682743,0.9999999999999996,1.001208089976867
